ID da Compra,ID do Cliente,ID do Produto,Data da Compra,Valor da Compra,Nome do Produto,Preço,Nome do Cliente,Idade,Gênero
1720,Cliente-447,Produto-13,2023-12-21,325.95,Produto 13,495.82,Cliente 447,27,Masculino
571,Cliente-447,Produto-94,2023-9-18,389.9,Produto 94,868.67,Cliente 447,27,Masculino
2916,Cliente-447,Produto-94,2023-12-19,188.76,Produto 94,868.67,Cliente 447,27,Masculino
4861,Cliente-447,Produto-94,2023-12-23,14.87,Produto 94,868.67,Cliente 447,27,Masculino
2449,Cliente-447,Produto-32,2023-12-2,444.36,Produto 32,170.97,Cliente 447,27,Masculino
4568,Cliente-447,Produto-44,2023-4-16,142.07,Produto 44,973.58,Cliente 447,27,Masculino
3671,Cliente-447,Produto-100,2023-7-8,374.05,Produto 100,503.79,Cliente 447,27,Masculino
2149,Cliente-447,Produto-24,2023-1-13,405.41,Produto 24,333.27,Cliente 447,27,Masculino
383,Cliente-447,Produto-27,2023-8-21,65.12,Produto 27,954.41,Cliente 447,27,Masculino
4593,Cliente-447,Produto-97,2023-8-21,145.02,Produto 97,677.4,Cliente 447,27,Masculino
1086,Cliente-447,Produto-43,2023-3-9,114.78,Produto 43,428.53,Cliente 447,27,Masculino
2176,Cliente-447,Produto-8,2023-10-19,425.3,Produto 8,593.97,Cliente 447,27,Masculino
1110,Cliente-447,Produto-5,2023-10-10,479.56,Produto 5,530.08,Cliente 447,27,Masculino
4285,Cliente-447,Produto-3,2023-9-16,114.32,Produto 3,653.12,Cliente 447,27,Masculino
687,Cliente-447,Produto-46,2023-2-13,482.83,Produto 46,964.01,Cliente 447,27,Masculino
4197,Cliente-447,Produto-17,2023-1-25,422.15,Produto 17,818.0,Cliente 447,27,Masculino
486,Cliente-447,Produto-34,2023-10-11,430.28,Produto 34,92.09,Cliente 447,27,Masculino
2564,Cliente-447,Produto-34,2023-11-9,83.97,Produto 34,92.09,Cliente 447,27,Masculino
690,Cliente-447,Produto-54,2023-5-6,328.54,Produto 54,234.94,Cliente 447,27,Masculino
4715,Cliente-348,Produto-20,2023-10-3,448.34,Produto 20,399.29,Cliente 348,20,Masculino
1633,Cliente-348,Produto-77,2023-5-21,318.35,Produto 77,508.99,Cliente 348,20,Masculino
1544,Cliente-348,Produto-60,2023-4-14,152.05,Produto 60,376.12,Cliente 348,20,Masculino
2993,Cliente-348,Produto-23,2023-4-21,326.03,Produto 23,130.96,Cliente 348,20,Masculino
85,Cliente-348,Produto-43,2023-11-25,190.59,Produto 43,428.53,Cliente 348,20,Masculino
4984,Cliente-348,Produto-81,2023-11-16,464.73,Produto 81,152.57,Cliente 348,20,Masculino
3150,Cliente-348,Produto-26,2023-1-26,155.4,Produto 26,83.29,Cliente 348,20,Masculino
569,Cliente-348,Produto-73,2023-3-6,143.92,Produto 73,120.74,Cliente 348,20,Masculino
2140,Cliente-348,Produto-95,2023-3-15,314.91,Produto 95,273.1,Cliente 348,20,Masculino
2195,Cliente-348,Produto-80,2023-7-14,94.87,Produto 80,181.99,Cliente 348,20,Masculino
733,Cliente-348,Produto-42,2023-7-7,173.23,Produto 42,931.62,Cliente 348,20,Masculino
4794,Cliente-40,Produto-20,2023-10-7,184.49,Produto 20,399.29,Cliente 40,36,Masculino
553,Cliente-40,Produto-49,2023-6-2,194.86,Produto 49,88.98,Cliente 40,36,Masculino
1031,Cliente-40,Produto-49,2023-3-22,492.64,Produto 49,88.98,Cliente 40,36,Masculino
3784,Cliente-40,Produto-49,2023-12-6,426.56,Produto 49,88.98,Cliente 40,36,Masculino
167,Cliente-303,Produto-86,2023-1-10,227.44,Produto 86,555.07,Cliente 303,34,Feminino
1769,Cliente-303,Produto-9,2023-5-2,32.4,Produto 9,804.47,Cliente 303,34,Feminino
2365,Cliente-303,Produto-84,2023-5-19,56.3,Produto 84,401.08,Cliente 303,34,Feminino
2795,Cliente-303,Produto-28,2023-4-16,325.98,Produto 28,273.0,Cliente 303,34,Feminino
4294,Cliente-303,Produto-79,2023-7-26,375.38,Produto 79,514.64,Cliente 303,34,Feminino
2571,Cliente-303,Produto-43,2023-7-7,497.02,Produto 43,428.53,Cliente 303,34,Feminino
1520,Cliente-303,Produto-81,2023-2-20,116.07,Produto 81,152.57,Cliente 303,34,Feminino
2311,Cliente-303,Produto-11,2023-12-10,367.81,Produto 11,972.32,Cliente 303,34,Feminino
429,Cliente-60,Produto-86,2023-4-3,252.58,Produto 86,555.07,Cliente 60,50,Masculino
1179,Cliente-60,Produto-44,2023-7-6,10.71,Produto 44,973.58,Cliente 60,50,Masculino
2895,Cliente-60,Produto-4,2023-9-19,298.32,Produto 4,615.59,Cliente 60,50,Masculino
1935,Cliente-60,Produto-40,2023-5-10,203.74,Produto 40,615.21,Cliente 60,50,Masculino
1738,Cliente-60,Produto-55,2023-8-7,145.99,Produto 55,778.17,Cliente 60,50,Masculino
316,Cliente-60,Produto-53,2023-11-28,478.51,Produto 53,725.06,Cliente 60,50,Masculino
218,Cliente-60,Produto-58,2023-4-22,146.21,Produto 58,723.35,Cliente 60,50,Masculino
449,Cliente-165,Produto-86,2023-3-22,392.91,Produto 86,555.07,Cliente 165,41,Masculino
1084,Cliente-165,Produto-94,2023-4-27,364.77,Produto 94,868.67,Cliente 165,41,Masculino
156,Cliente-165,Produto-16,2023-5-28,205.2,Produto 16,181.65,Cliente 165,41,Masculino
2244,Cliente-165,Produto-44,2023-5-26,98.83,Produto 44,973.58,Cliente 165,41,Masculino
398,Cliente-165,Produto-24,2023-10-26,136.07,Produto 24,333.27,Cliente 165,41,Masculino
888,Cliente-165,Produto-79,2023-12-6,351.98,Produto 79,514.64,Cliente 165,41,Masculino
4315,Cliente-165,Produto-60,2023-12-11,425.6,Produto 60,376.12,Cliente 165,41,Masculino
689,Cliente-165,Produto-21,2023-5-11,41.51,Produto 21,751.82,Cliente 165,41,Masculino
546,Cliente-269,Produto-86,2023-11-18,168.79,Produto 86,555.07,Cliente 269,56,Outro
4191,Cliente-269,Produto-64,2023-9-11,160.22,Produto 64,748.57,Cliente 269,56,Outro
4691,Cliente-269,Produto-61,2023-11-23,211.72,Produto 61,176.03,Cliente 269,56,Outro
360,Cliente-269,Produto-33,2023-3-11,395.17,Produto 33,328.13,Cliente 269,56,Outro
2442,Cliente-269,Produto-77,2023-2-12,121.2,Produto 77,508.99,Cliente 269,56,Outro
4740,Cliente-269,Produto-77,2023-12-2,236.48,Produto 77,508.99,Cliente 269,56,Outro
374,Cliente-269,Produto-2,2023-5-28,32.42,Produto 2,114.86,Cliente 269,56,Outro
2515,Cliente-269,Produto-95,2023-1-2,184.42,Produto 95,273.1,Cliente 269,56,Outro
2599,Cliente-269,Produto-95,2023-7-12,84.94,Produto 95,273.1,Cliente 269,56,Outro
2531,Cliente-269,Produto-17,2023-12-24,434.03,Produto 17,818.0,Cliente 269,56,Outro
842,Cliente-269,Produto-45,2023-2-26,45.76,Produto 45,709.22,Cliente 269,56,Outro
1473,Cliente-471,Produto-86,2023-8-22,134.13,Produto 86,555.07,Cliente 471,39,Feminino
81,Cliente-471,Produto-82,2023-8-5,189.23,Produto 82,53.36,Cliente 471,39,Feminino
2239,Cliente-471,Produto-30,2023-4-24,308.53,Produto 30,619.37,Cliente 471,39,Feminino
1404,Cliente-471,Produto-5,2023-12-28,382.23,Produto 5,530.08,Cliente 471,39,Feminino
1850,Cliente-471,Produto-12,2023-8-3,212.83,Produto 12,340.92,Cliente 471,39,Feminino
2331,Cliente-471,Produto-89,2023-2-11,225.99,Produto 89,454.58,Cliente 471,39,Feminino
2425,Cliente-471,Produto-34,2023-7-5,325.18,Produto 34,92.09,Cliente 471,39,Feminino
1918,Cliente-479,Produto-86,2023-4-25,144.48,Produto 86,555.07,Cliente 479,48,Outro
3851,Cliente-479,Produto-86,2023-12-9,226.24,Produto 86,555.07,Cliente 479,48,Outro
822,Cliente-479,Produto-85,2023-7-17,268.7,Produto 85,406.92,Cliente 479,48,Outro
2943,Cliente-479,Produto-1,2023-10-6,474.27,Produto 1,548.02,Cliente 479,48,Outro
2107,Cliente-220,Produto-86,2023-10-11,248.44,Produto 86,555.07,Cliente 220,48,Outro
933,Cliente-220,Produto-19,2023-10-28,465.37,Produto 19,794.97,Cliente 220,48,Outro
3071,Cliente-220,Produto-21,2023-12-25,148.58,Produto 21,751.82,Cliente 220,48,Outro
249,Cliente-220,Produto-31,2023-7-14,123.29,Produto 31,100.02,Cliente 220,48,Outro
2245,Cliente-220,Produto-31,2023-9-21,405.5,Produto 31,100.02,Cliente 220,48,Outro
3304,Cliente-220,Produto-67,2023-6-15,163.55,Produto 67,441.16,Cliente 220,48,Outro
870,Cliente-220,Produto-65,2023-4-27,263.79,Produto 65,989.26,Cliente 220,48,Outro
615,Cliente-220,Produto-5,2023-3-28,257.16,Produto 5,530.08,Cliente 220,48,Outro
1558,Cliente-220,Produto-45,2023-9-8,391.24,Produto 45,709.22,Cliente 220,48,Outro
2220,Cliente-275,Produto-86,2023-1-28,290.42,Produto 86,555.07,Cliente 275,60,Masculino
2811,Cliente-275,Produto-10,2023-3-16,304.03,Produto 10,884.52,Cliente 275,60,Masculino
4859,Cliente-275,Produto-14,2023-4-23,379.95,Produto 14,415.65,Cliente 275,60,Masculino
2393,Cliente-275,Produto-38,2023-6-20,75.98,Produto 38,784.24,Cliente 275,60,Masculino
1734,Cliente-275,Produto-83,2023-5-28,35.94,Produto 83,818.12,Cliente 275,60,Masculino
2706,Cliente-275,Produto-97,2023-11-19,499.94,Produto 97,677.4,Cliente 275,60,Masculino
4416,Cliente-275,Produto-72,2023-8-22,77.88,Produto 72,185.78,Cliente 275,60,Masculino
1401,Cliente-275,Produto-48,2023-6-22,283.33,Produto 48,942.49,Cliente 275,60,Masculino
3715,Cliente-275,Produto-67,2023-7-27,277.58,Produto 67,441.16,Cliente 275,60,Masculino
2757,Cliente-275,Produto-65,2023-5-20,169.92,Produto 65,989.26,Cliente 275,60,Masculino
2159,Cliente-275,Produto-91,2023-8-27,110.58,Produto 91,332.76,Cliente 275,60,Masculino
1731,Cliente-275,Produto-62,2023-1-28,336.28,Produto 62,64.24,Cliente 275,60,Masculino
560,Cliente-275,Produto-73,2023-4-24,316.87,Produto 73,120.74,Cliente 275,60,Masculino
3931,Cliente-275,Produto-87,2023-7-10,263.52,Produto 87,174.21,Cliente 275,60,Masculino
2708,Cliente-275,Produto-34,2023-12-25,131.1,Produto 34,92.09,Cliente 275,60,Masculino
4465,Cliente-275,Produto-54,2023-11-14,321.23,Produto 54,234.94,Cliente 275,60,Masculino
2281,Cliente-418,Produto-86,2023-7-14,384.94,Produto 86,555.07,Cliente 418,22,Masculino
4692,Cliente-418,Produto-44,2023-4-18,400.36,Produto 44,973.58,Cliente 418,22,Masculino
2709,Cliente-418,Produto-67,2023-5-13,113.55,Produto 67,441.16,Cliente 418,22,Masculino
3721,Cliente-418,Produto-65,2023-11-12,139.48,Produto 65,989.26,Cliente 418,22,Masculino
2513,Cliente-418,Produto-8,2023-3-14,171.54,Produto 8,593.97,Cliente 418,22,Masculino
4656,Cliente-418,Produto-5,2023-5-14,18.96,Produto 5,530.08,Cliente 418,22,Masculino
4388,Cliente-418,Produto-71,2023-12-17,325.41,Produto 71,815.52,Cliente 418,22,Masculino
1708,Cliente-418,Produto-54,2023-11-26,242.92,Produto 54,234.94,Cliente 418,22,Masculino
2808,Cliente-154,Produto-86,2023-2-15,15.47,Produto 86,555.07,Cliente 154,48,Masculino
607,Cliente-154,Produto-16,2023-12-13,188.83,Produto 16,181.65,Cliente 154,48,Masculino
1974,Cliente-154,Produto-38,2023-1-22,244.0,Produto 38,784.24,Cliente 154,48,Masculino
2526,Cliente-154,Produto-38,2023-1-25,317.46,Produto 38,784.24,Cliente 154,48,Masculino
3387,Cliente-154,Produto-97,2023-8-18,248.01,Produto 97,677.4,Cliente 154,48,Masculino
329,Cliente-154,Produto-21,2023-10-8,340.85,Produto 21,751.82,Cliente 154,48,Masculino
2183,Cliente-154,Produto-63,2023-12-26,242.56,Produto 63,185.04,Cliente 154,48,Masculino
1188,Cliente-154,Produto-81,2023-12-14,174.3,Produto 81,152.57,Cliente 154,48,Masculino
3409,Cliente-154,Produto-22,2023-2-4,64.31,Produto 22,311.2,Cliente 154,48,Masculino
2474,Cliente-154,Produto-58,2023-4-18,351.97,Produto 58,723.35,Cliente 154,48,Masculino
609,Cliente-154,Produto-87,2023-3-18,114.68,Produto 87,174.21,Cliente 154,48,Masculino
4139,Cliente-154,Produto-45,2023-8-24,337.02,Produto 45,709.22,Cliente 154,48,Masculino
3676,Cliente-64,Produto-86,2023-10-23,35.12,Produto 86,555.07,Cliente 64,57,Outro
1819,Cliente-64,Produto-44,2023-10-28,114.52,Produto 44,973.58,Cliente 64,57,Outro
4651,Cliente-64,Produto-4,2023-12-1,369.38,Produto 4,615.59,Cliente 64,57,Outro
1643,Cliente-64,Produto-33,2023-5-20,263.39,Produto 33,328.13,Cliente 64,57,Outro
1426,Cliente-64,Produto-40,2023-8-22,462.84,Produto 40,615.21,Cliente 64,57,Outro
3847,Cliente-64,Produto-99,2023-7-2,142.0,Produto 99,894.01,Cliente 64,57,Outro
2788,Cliente-64,Produto-70,2023-7-10,88.67,Produto 70,686.94,Cliente 64,57,Outro
498,Cliente-64,Produto-12,2023-8-27,249.53,Produto 12,340.92,Cliente 64,57,Outro
2624,Cliente-64,Produto-1,2023-1-22,497.82,Produto 1,548.02,Cliente 64,57,Outro
4224,Cliente-64,Produto-36,2023-5-10,377.23,Produto 36,107.16,Cliente 64,57,Outro
2698,Cliente-64,Produto-25,2023-6-18,449.0,Produto 25,953.69,Cliente 64,57,Outro
3727,Cliente-358,Produto-86,2023-7-20,215.67,Produto 86,555.07,Cliente 358,55,Masculino
765,Cliente-358,Produto-16,2023-4-24,67.1,Produto 16,181.65,Cliente 358,55,Masculino
4767,Cliente-358,Produto-28,2023-9-2,60.47,Produto 28,273.0,Cliente 358,55,Masculino
4624,Cliente-358,Produto-47,2023-3-3,115.95,Produto 47,89.63,Cliente 358,55,Masculino
548,Cliente-358,Produto-21,2023-10-15,150.61,Produto 21,751.82,Cliente 358,55,Masculino
846,Cliente-358,Produto-67,2023-12-26,149.11,Produto 67,441.16,Cliente 358,55,Masculino
4229,Cliente-358,Produto-53,2023-6-6,257.59,Produto 53,725.06,Cliente 358,55,Masculino
975,Cliente-358,Produto-22,2023-2-20,359.91,Produto 22,311.2,Cliente 358,55,Masculino
1940,Cliente-358,Produto-91,2023-3-26,429.39,Produto 91,332.76,Cliente 358,55,Masculino
2977,Cliente-358,Produto-80,2023-9-4,71.15,Produto 80,181.99,Cliente 358,55,Masculino
3770,Cliente-252,Produto-86,2023-11-7,286.65,Produto 86,555.07,Cliente 252,64,Masculino
4070,Cliente-252,Produto-13,2023-11-10,386.56,Produto 13,495.82,Cliente 252,64,Masculino
3872,Cliente-252,Produto-16,2023-8-7,150.93,Produto 16,181.65,Cliente 252,64,Masculino
1226,Cliente-252,Produto-4,2023-3-6,342.71,Produto 4,615.59,Cliente 252,64,Masculino
403,Cliente-252,Produto-49,2023-7-25,141.51,Produto 49,88.98,Cliente 252,64,Masculino
4263,Cliente-252,Produto-5,2023-5-5,59.5,Produto 5,530.08,Cliente 252,64,Masculino
835,Cliente-252,Produto-39,2023-7-25,485.26,Produto 39,201.72,Cliente 252,64,Masculino
4704,Cliente-252,Produto-80,2023-4-6,415.26,Produto 80,181.99,Cliente 252,64,Masculino
2915,Cliente-252,Produto-45,2023-3-27,483.27,Produto 45,709.22,Cliente 252,64,Masculino
2780,Cliente-252,Produto-25,2023-3-28,429.5,Produto 25,953.69,Cliente 252,64,Masculino
3774,Cliente-172,Produto-86,2023-9-22,35.2,Produto 86,555.07,Cliente 172,56,Feminino
2717,Cliente-172,Produto-78,2023-11-7,93.65,Produto 78,907.72,Cliente 172,56,Feminino
618,Cliente-172,Produto-50,2023-4-10,324.16,Produto 50,640.11,Cliente 172,56,Feminino
655,Cliente-172,Produto-50,2023-4-19,496.43,Produto 50,640.11,Cliente 172,56,Feminino
4105,Cliente-172,Produto-41,2023-11-7,168.89,Produto 41,56.4,Cliente 172,56,Feminino
720,Cliente-172,Produto-21,2023-1-13,73.48,Produto 21,751.82,Cliente 172,56,Feminino
3039,Cliente-172,Produto-30,2023-11-19,174.3,Produto 30,619.37,Cliente 172,56,Feminino
2767,Cliente-172,Produto-80,2023-4-22,436.59,Produto 80,181.99,Cliente 172,56,Feminino
2162,Cliente-172,Produto-57,2023-4-19,405.71,Produto 57,463.26,Cliente 172,56,Feminino
3997,Cliente-172,Produto-42,2023-4-17,459.63,Produto 42,931.62,Cliente 172,56,Feminino
4025,Cliente-247,Produto-86,2023-9-19,436.57,Produto 86,555.07,Cliente 247,34,Outro
1777,Cliente-247,Produto-78,2023-2-24,211.66,Produto 78,907.72,Cliente 247,34,Outro
558,Cliente-247,Produto-79,2023-8-13,119.04,Produto 79,514.64,Cliente 247,34,Outro
4468,Cliente-247,Produto-73,2023-1-6,97.11,Produto 73,120.74,Cliente 247,34,Outro
1505,Cliente-247,Produto-95,2023-12-26,325.29,Produto 95,273.1,Cliente 247,34,Outro
2541,Cliente-247,Produto-42,2023-1-19,162.5,Produto 42,931.62,Cliente 247,34,Outro
2251,Cliente-247,Produto-25,2023-12-22,182.78,Produto 25,953.69,Cliente 247,34,Outro
4234,Cliente-115,Produto-86,2023-1-27,469.14,Produto 86,555.07,Cliente 115,62,Feminino
247,Cliente-115,Produto-69,2023-8-16,429.11,Produto 69,892.06,Cliente 115,62,Feminino
2357,Cliente-115,Produto-6,2023-1-18,445.59,Produto 6,264.28,Cliente 115,62,Feminino
2344,Cliente-115,Produto-33,2023-8-25,472.73,Produto 33,328.13,Cliente 115,62,Feminino
2093,Cliente-115,Produto-56,2023-6-25,354.45,Produto 56,652.98,Cliente 115,62,Feminino
2655,Cliente-115,Produto-48,2023-12-15,335.51,Produto 48,942.49,Cliente 115,62,Feminino
1676,Cliente-115,Produto-22,2023-4-4,224.34,Produto 22,311.2,Cliente 115,62,Feminino
1922,Cliente-115,Produto-58,2023-6-9,494.82,Produto 58,723.35,Cliente 115,62,Feminino
4562,Cliente-115,Produto-1,2023-1-11,424.9,Produto 1,548.02,Cliente 115,62,Feminino
4326,Cliente-66,Produto-86,2023-4-8,334.06,Produto 86,555.07,Cliente 66,58,Masculino
4401,Cliente-66,Produto-86,2023-12-9,330.96,Produto 86,555.07,Cliente 66,58,Masculino
3567,Cliente-66,Produto-4,2023-6-12,375.79,Produto 4,615.59,Cliente 66,58,Masculino
4840,Cliente-66,Produto-28,2023-7-2,247.46,Produto 28,273.0,Cliente 66,58,Masculino
3301,Cliente-66,Produto-33,2023-7-12,340.53,Produto 33,328.13,Cliente 66,58,Masculino
1858,Cliente-66,Produto-24,2023-11-4,48.38,Produto 24,333.27,Cliente 66,58,Masculino
3434,Cliente-66,Produto-47,2023-8-12,73.33,Produto 47,89.63,Cliente 66,58,Masculino
1305,Cliente-66,Produto-97,2023-4-5,209.42,Produto 97,677.4,Cliente 66,58,Masculino
3555,Cliente-66,Produto-72,2023-12-11,246.86,Produto 72,185.78,Cliente 66,58,Masculino
2062,Cliente-66,Produto-12,2023-8-21,442.69,Produto 12,340.92,Cliente 66,58,Masculino
4903,Cliente-66,Produto-71,2023-5-11,279.09,Produto 71,815.52,Cliente 66,58,Masculino
2625,Cliente-66,Produto-26,2023-10-24,327.77,Produto 26,83.29,Cliente 66,58,Masculino
582,Cliente-66,Produto-36,2023-4-25,374.81,Produto 36,107.16,Cliente 66,58,Masculino
1639,Cliente-66,Produto-36,2023-11-6,103.44,Produto 36,107.16,Cliente 66,58,Masculino
500,Cliente-66,Produto-17,2023-10-3,213.56,Produto 17,818.0,Cliente 66,58,Masculino
2444,Cliente-66,Produto-17,2023-12-16,445.3,Produto 17,818.0,Cliente 66,58,Masculino
3413,Cliente-66,Produto-34,2023-7-19,108.25,Produto 34,92.09,Cliente 66,58,Masculino
69,Cliente-342,Produto-78,2023-9-16,215.2,Produto 78,907.72,Cliente 342,29,Outro
4227,Cliente-342,Produto-16,2023-7-10,260.25,Produto 16,181.65,Cliente 342,29,Outro
4714,Cliente-342,Produto-32,2023-7-22,464.38,Produto 32,170.97,Cliente 342,29,Outro
26,Cliente-342,Produto-37,2023-9-28,177.14,Produto 37,76.98,Cliente 342,29,Outro
596,Cliente-342,Produto-9,2023-11-27,443.47,Produto 9,804.47,Cliente 342,29,Outro
3427,Cliente-342,Produto-84,2023-1-3,286.86,Produto 84,401.08,Cliente 342,29,Outro
1081,Cliente-342,Produto-21,2023-4-19,28.06,Produto 21,751.82,Cliente 342,29,Outro
535,Cliente-342,Produto-43,2023-8-24,367.94,Produto 43,428.53,Cliente 342,29,Outro
409,Cliente-342,Produto-63,2023-5-28,401.82,Produto 63,185.04,Cliente 342,29,Outro
4623,Cliente-342,Produto-93,2023-3-27,212.25,Produto 93,346.47,Cliente 342,29,Outro
2736,Cliente-342,Produto-72,2023-2-25,56.63,Produto 72,185.78,Cliente 342,29,Outro
2332,Cliente-342,Produto-8,2023-10-1,365.45,Produto 8,593.97,Cliente 342,29,Outro
1281,Cliente-342,Produto-22,2023-6-5,30.69,Produto 22,311.2,Cliente 342,29,Outro
3686,Cliente-342,Produto-62,2023-1-1,259.06,Produto 62,64.24,Cliente 342,29,Outro
1120,Cliente-342,Produto-54,2023-7-27,33.5,Produto 54,234.94,Cliente 342,29,Outro
524,Cliente-29,Produto-78,2023-8-4,332.63,Produto 78,907.72,Cliente 29,51,Masculino
41,Cliente-29,Produto-28,2023-5-11,17.39,Produto 28,273.0,Cliente 29,51,Masculino
3489,Cliente-29,Produto-61,2023-4-4,446.52,Produto 61,176.03,Cliente 29,51,Masculino
115,Cliente-29,Produto-40,2023-5-5,251.26,Produto 40,615.21,Cliente 29,51,Masculino
3147,Cliente-29,Produto-60,2023-12-11,234.89,Produto 60,376.12,Cliente 29,51,Masculino
1028,Cliente-29,Produto-43,2023-2-22,90.05,Produto 43,428.53,Cliente 29,51,Masculino
598,Cliente-29,Produto-72,2023-10-4,69.49,Produto 72,185.78,Cliente 29,51,Masculino
4774,Cliente-29,Produto-91,2023-9-16,38.72,Produto 91,332.76,Cliente 29,51,Masculino
668,Cliente-29,Produto-85,2023-7-20,131.49,Produto 85,406.92,Cliente 29,51,Masculino
3844,Cliente-29,Produto-1,2023-9-14,318.34,Produto 1,548.02,Cliente 29,51,Masculino
1149,Cliente-424,Produto-78,2023-1-23,260.21,Produto 78,907.72,Cliente 424,26,Masculino
2827,Cliente-424,Produto-84,2023-12-1,351.47,Produto 84,401.08,Cliente 424,26,Masculino
3752,Cliente-424,Produto-75,2023-12-22,318.52,Produto 75,48.23,Cliente 424,26,Masculino
639,Cliente-424,Produto-47,2023-8-9,115.09,Produto 47,89.63,Cliente 424,26,Masculino
2208,Cliente-424,Produto-27,2023-9-15,302.46,Produto 27,954.41,Cliente 424,26,Masculino
2681,Cliente-424,Produto-72,2023-8-3,145.52,Produto 72,185.78,Cliente 424,26,Masculino
2728,Cliente-424,Produto-25,2023-5-5,351.68,Produto 25,953.69,Cliente 424,26,Masculino
1248,Cliente-251,Produto-78,2023-8-1,355.03,Produto 78,907.72,Cliente 251,62,Outro
804,Cliente-251,Produto-44,2023-2-20,407.06,Produto 44,973.58,Cliente 251,62,Outro
4176,Cliente-251,Produto-19,2023-11-3,143.97,Produto 19,794.97,Cliente 251,62,Outro
4837,Cliente-251,Produto-40,2023-4-15,363.79,Produto 40,615.21,Cliente 251,62,Outro
89,Cliente-251,Produto-27,2023-5-17,389.72,Produto 27,954.41,Cliente 251,62,Outro
3808,Cliente-251,Produto-65,2023-7-4,46.11,Produto 65,989.26,Cliente 251,62,Outro
3478,Cliente-251,Produto-5,2023-5-22,433.18,Produto 5,530.08,Cliente 251,62,Outro
2966,Cliente-251,Produto-58,2023-2-17,214.74,Produto 58,723.35,Cliente 251,62,Outro
4884,Cliente-251,Produto-39,2023-12-16,451.53,Produto 39,201.72,Cliente 251,62,Outro
1700,Cliente-232,Produto-78,2023-1-18,495.34,Produto 78,907.72,Cliente 232,63,Feminino
3328,Cliente-232,Produto-78,2023-4-20,213.66,Produto 78,907.72,Cliente 232,63,Feminino
1582,Cliente-232,Produto-50,2023-12-18,12.51,Produto 50,640.11,Cliente 232,63,Feminino
3913,Cliente-232,Produto-84,2023-1-2,143.29,Produto 84,401.08,Cliente 232,63,Feminino
3085,Cliente-232,Produto-28,2023-7-3,165.33,Produto 28,273.0,Cliente 232,63,Feminino
2372,Cliente-232,Produto-29,2023-10-24,222.27,Produto 29,281.4,Cliente 232,63,Feminino
2263,Cliente-232,Produto-83,2023-10-12,141.09,Produto 83,818.12,Cliente 232,63,Feminino
726,Cliente-232,Produto-49,2023-7-5,148.63,Produto 49,88.98,Cliente 232,63,Feminino
1413,Cliente-232,Produto-48,2023-7-13,165.56,Produto 48,942.49,Cliente 232,63,Feminino
566,Cliente-232,Produto-8,2023-9-17,498.22,Produto 8,593.97,Cliente 232,63,Feminino
412,Cliente-232,Produto-36,2023-8-20,89.79,Produto 36,107.16,Cliente 232,63,Feminino
2375,Cliente-232,Produto-57,2023-2-13,337.76,Produto 57,463.26,Cliente 232,63,Feminino
3585,Cliente-232,Produto-45,2023-6-26,54.87,Produto 45,709.22,Cliente 232,63,Feminino
3453,Cliente-232,Produto-7,2023-11-16,111.54,Produto 7,713.31,Cliente 232,63,Feminino
2279,Cliente-83,Produto-78,2023-2-19,79.35,Produto 78,907.72,Cliente 83,39,Outro
3689,Cliente-83,Produto-50,2023-11-9,291.36,Produto 50,640.11,Cliente 83,39,Outro
4232,Cliente-83,Produto-19,2023-1-18,34.65,Produto 19,794.97,Cliente 83,39,Outro
2587,Cliente-83,Produto-33,2023-11-19,248.26,Produto 33,328.13,Cliente 83,39,Outro
606,Cliente-83,Produto-29,2023-12-6,195.01,Produto 29,281.4,Cliente 83,39,Outro
4205,Cliente-83,Produto-29,2023-4-19,360.41,Produto 29,281.4,Cliente 83,39,Outro
3769,Cliente-83,Produto-100,2023-1-7,371.23,Produto 100,503.79,Cliente 83,39,Outro
3050,Cliente-83,Produto-47,2023-11-10,132.07,Produto 47,89.63,Cliente 83,39,Outro
1364,Cliente-83,Produto-41,2023-4-10,68.16,Produto 41,56.4,Cliente 83,39,Outro
282,Cliente-83,Produto-83,2023-7-17,401.86,Produto 83,818.12,Cliente 83,39,Outro
353,Cliente-83,Produto-83,2023-11-25,344.12,Produto 83,818.12,Cliente 83,39,Outro
3203,Cliente-83,Produto-58,2023-12-3,229.19,Produto 58,723.35,Cliente 83,39,Outro
1393,Cliente-83,Produto-12,2023-3-24,140.37,Produto 12,340.92,Cliente 83,39,Outro
3093,Cliente-83,Produto-12,2023-1-17,86.92,Produto 12,340.92,Cliente 83,39,Outro
3924,Cliente-83,Produto-91,2023-10-12,248.61,Produto 91,332.76,Cliente 83,39,Outro
2952,Cliente-83,Produto-71,2023-9-23,485.5,Produto 71,815.52,Cliente 83,39,Outro
3064,Cliente-83,Produto-73,2023-12-18,469.66,Produto 73,120.74,Cliente 83,39,Outro
2359,Cliente-157,Produto-78,2023-7-22,275.44,Produto 78,907.72,Cliente 157,47,Masculino
2219,Cliente-157,Produto-40,2023-3-9,475.27,Produto 40,615.21,Cliente 157,47,Masculino
4127,Cliente-157,Produto-47,2023-4-28,286.09,Produto 47,89.63,Cliente 157,47,Masculino
3711,Cliente-157,Produto-79,2023-11-25,175.77,Produto 79,514.64,Cliente 157,47,Masculino
3625,Cliente-157,Produto-58,2023-7-7,170.29,Produto 58,723.35,Cliente 157,47,Masculino
2021,Cliente-157,Produto-42,2023-3-28,278.75,Produto 42,931.62,Cliente 157,47,Masculino
